id,name,slug,type,category,provider,purposes,isArchived,isUpcoming,isUnderReview,badges,tvl,stage,risks,shortName,hostChain
sanko,Sanko,sanko,layer3,Optimium,Arbitrum,"['Universal', 'Gaming', 'Social']",False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'L3ParentChain', 'name': 'Arbitrum'}, {'category': 'RaaS', 'name': 'Caldera'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 22403268.79, 'ether': 113501.15, 'stablecoin': 132504.75, 'associated': 21555604.54}, 'associatedTokens': ['DMT'], 'change7d': 0.1362857808595923}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 2d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'Fraud proofs only allow 3 WHITELISTED actors watching the chain to prove that the state is incorrect. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 6d 8h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 2/3 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 25d 10h of inactivity from the currently whitelisted Proposers.'}]",,Arbitrum One
sorare,Sorare,sorare,layer2,Validium,StarkEx,"['NFT', 'Exchange']",False,False,False,"[{'category': 'VM', 'name': 'AppChain'}, {'category': 'DA', 'name': 'DAC'}, {'category': 'Stack', 'name': 'StarkEx'}, {'category': 'Infra', 'name': 'SHARP'}]","{'breakdown': {'total': 20199600.02, 'ether': 20199600.02, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.1746372815725703}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Force via L1', 'sentiment': 'good', 'description': 'Users can force the sequencer to include a withdrawal transaction by submitting a request through L1. If the sequencer censors or is down for  for more than 7d, users can use the exit hatch to withdraw their funds.'}, {'name': 'State Validation', 'value': 'ZK proofs (ST)', 'sentiment': 'good', 'description': 'STARKs are zero knowledge proofs that ensure state correctness.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 2/4 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Use escape hatch', 'sentiment': 'good', 'description': 'Users are able to trustlessly exit by submitting a Merkle proof of funds. NFTs will be minted on L1 to exit.'}]",,
kroma,Kroma,kroma,layer2,Optimistic Rollup,OP Stack,['Universal'],False,False,False,"[{'category': 'VM', 'name': 'EVM'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'Infra', 'name': 'Superchain'}]","{'breakdown': {'total': 19490831.7, 'ether': 6198433.98, 'stablecoin': 696264.57, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.06336649145746143}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT, ZK)', 'sentiment': 'bad', 'description': ""Fraud proofs allow actors watching the chain to prove that the state is incorrect. Interactive proofs (INT) require multiple transactions over time to resolve. ZK proofs are used to adjudicate the correctness of the last step. The challenge protocol can be subject to delay attacks and can fail under certain conditions. The current system doesn't use posted L2 txs batches on L1 as inputs to prove a fault, meaning that DA is not enforced.""}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can be a Proposer and propose new roots to the L1 bridge.'}]",,
orderly,Orderly Network,orderly,layer2,Optimium,OP Stack,"['Universal', 'Exchange']",False,False,False,"[{'category': 'DA', 'name': 'Celestia'}, {'category': 'Infra', 'name': 'Superchain'}, {'category': 'RaaS', 'name': 'Conduit'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 18069283.89, 'ether': 609221.72, 'stablecoin': 17460062.17, 'associated': 0}, 'associatedTokens': [], 'change7d': -0.035319429508053446}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'External', 'sentiment': 'bad', 'description': 'Proof construction and state derivation fully rely on data that is posted on Celestia. Sequencer tx roots are not checked against the Blobstream bridge data roots onchain, but L2 nodes can verify data availability by running a Celestia light client.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",Orderly,
sxnetwork,SX Network,sxnetwork,layer2,Optimium,Arbitrum,"['Universal', 'Betting']",False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'RaaS', 'name': 'Gelato'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 17289179.09, 'ether': 0, 'stablecoin': 0, 'associated': 17289179.09}, 'associatedTokens': ['SX'], 'change7d': 0.3525942752727591}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 4d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'Fraud proofs only allow 2 WHITELISTED actors watching the chain to prove that the state is incorrect. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 6d 8h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/2 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 12d 17h of inactivity from the currently whitelisted Proposers.'}]",,
reya,Reya,reya,layer2,Optimium,Arbitrum,['Universal'],False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'RaaS', 'name': 'Gelato'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 16586967.57, 'ether': 371584.69, 'stablecoin': 16215382.88, 'associated': 0}, 'associatedTokens': [], 'change7d': -0.40199963644016057}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 1d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 6d 8h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/2 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 12d 17h of inactivity from the currently whitelisted Proposers.'}]",,
zkfair,ZKFair,zkfair,layer2,Validium,Polygon,['Universal'],False,False,False,"[{'category': 'VM', 'name': 'EVM'}, {'category': 'DA', 'name': 'DAC'}, {'category': 'Stack', 'name': 'PolygonCDK'}]","{'breakdown': {'total': 16385962.17, 'ether': 1410733.38, 'stablecoin': 7637248.25, 'associated': 7234659.04}, 'associatedTokens': ['ZKF'], 'change7d': 0.02072703721641611}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'No mechanism', 'sentiment': 'bad', 'description': 'There is no mechanism to have transactions be included if the sequencer is down or censoring. Although the functionality exists in the code, it is currently disabled.'}, {'name': 'State Validation', 'value': 'ZK proofs (SN)', 'sentiment': 'good', 'description': 'SNARKs are zero knowledge proofs that ensure state correctness, but require trusted setup.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 3/5 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'warning': {'value': 'The ZkFair Owner can upgrade with no delay.', 'sentiment': 'bad'}, 'description': 'Even though there is a 1d Timelock for upgrades, forced transactions are disabled. Even if they were to be enabled, user withdrawals can be censored up to 15d.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'If the Proposer fails, users can leverage the source available prover to submit proofs to the L1 bridge. There is a 5d delay for proving and a 5d delay for finalizing state proven in this way. These delays can only be lowered except during the emergency state.'}]",,
paradex,Paradex,paradex,layer2,ZK Rollup,Starknet,"['Universal', 'Exchange']",False,False,False,"[{'category': 'VM', 'name': 'CairoVM'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'Fork', 'name': 'StarknetFork'}, {'category': 'Infra', 'name': 'SHARP'}]","{'breakdown': {'total': 13966066.21, 'ether': 0, 'stablecoin': 13966066.21, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.0014866542116718229}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'No mechanism', 'sentiment': 'bad', 'description': 'There is no mechanism to have transactions be included if the sequencer is down or censoring.'}, {'name': 'State Validation', 'value': 'ZK proofs (ST)', 'sentiment': 'good', 'description': 'STARKs are zero knowledge proofs that ensure state correctness.'}, {'name': 'Data Availability', 'value': 'Onchain (SD)', 'sentiment': 'good', 'description': 'All of the data (SD = state diffs) needed for proof construction is published onchain.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,
silicon,Silicon,silicon,layer2,Validium,Polygon,['Universal'],False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'Stack', 'name': 'PolygonCDK'}, {'category': 'Infra', 'name': 'AggLayer'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 13168448.72, 'ether': 1566408.8, 'stablecoin': 7210133.47, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.0358183983165008}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'No mechanism', 'sentiment': 'bad', 'description': 'There is no mechanism to have transactions be included if the sequencer is down or censoring. Although the functionality exists in the code, it is currently disabled.'}, {'name': 'State Validation', 'value': 'ZK proofs (ST, SN)', 'sentiment': 'good', 'description': 'STARKs and SNARKs are zero knowledge proofs that ensure state correctness. STARKs proofs are wrapped in SNARKs proofs for efficiency. SNARKs require a trusted setup.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 2/3 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'warning': {'value': 'The Security Council can remove the delay on upgrades.', 'sentiment': 'bad'}, 'description': 'Even though there is a 10d Timelock for upgrades, forced transactions are disabled. Even if they were to be enabled, user withdrawals can be censored up to 15d.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'If the Proposer fails, users can leverage the source available prover to submit proofs to the L1 bridge. There is a 5d delay for proving and a 5d delay for finalizing state proven in this way. These delays can only be lowered except during the emergency state.'}]",,
thebinaryholdings,The Binary Holdings,thebinaryholdings,layer2,Optimistic Rollup,OP Stack,['Universal'],False,False,False,"[{'category': 'Infra', 'name': 'Superchain'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 12853646.45, 'ether': 0, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.10567472417729884}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",Binary,
bobanetwork,Boba Network,bobanetwork,layer2,Optimistic Rollup,OP Stack,['Universal'],False,False,False,"[{'category': 'Stack', 'name': 'OPStack'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 12491148.89, 'ether': 5067204.95, 'stablecoin': 1776752.47, 'associated': 4670257.56}, 'associatedTokens': ['BOBA'], 'change7d': 0.09273397943862038}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",Boba,
deversifi,rhino.fi,rhinofi,layer2,Validium,StarkEx,['Exchange'],False,False,False,"[{'category': 'VM', 'name': 'AppChain'}, {'category': 'DA', 'name': 'DAC'}, {'category': 'Stack', 'name': 'StarkEx'}, {'category': 'Infra', 'name': 'SHARP'}]","{'breakdown': {'total': 12107812.97, 'ether': 5561822.39, 'stablecoin': 4417238.61, 'associated': 0}, 'associatedTokens': ['DVF'], 'change7d': 0.07506975661641202}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Force via L1', 'sentiment': 'good', 'description': 'Users can force the sequencer to include a withdrawal transaction by submitting a request through L1. If the sequencer censors or is down for  for more than 7d, users can use the exit hatch to withdraw their funds.'}, {'name': 'State Validation', 'value': 'ZK proofs (ST)', 'sentiment': 'good', 'description': 'STARKs are zero knowledge proofs that ensure state correctness.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 4/7 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable. Users can be explicitly censored from withdrawing (Blocklist on L1).'}, {'name': 'Proposer Failure', 'value': 'Use escape hatch', 'sentiment': 'good', 'description': 'Users are able to trustlessly exit by submitting a Merkle proof of funds.'}]",,
winr,WINR,winr,layer3,Optimium,Arbitrum,"['Universal', 'Gaming']",False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'L3ParentChain', 'name': 'Arbitrum'}, {'category': 'RaaS', 'name': 'Conduit'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 6894716.36, 'ether': 389638.55, 'stablecoin': 2044650.78, 'associated': 4436911.47}, 'associatedTokens': ['WINR'], 'change7d': 0.05595535452122502}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 2d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 1h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/1 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 19d 3h of inactivity from the currently whitelisted Proposers.'}]",,Arbitrum One
degen,Degen Chain,degen,layer3,Optimium,Arbitrum,"['Universal', 'Social']",False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'L3ParentChain', 'name': 'Base'}, {'category': 'RaaS', 'name': 'Conduit'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 3853307.73, 'ether': 0, 'stablecoin': 0, 'associated': 3853307.73}, 'associatedTokens': ['DEGEN'], 'change7d': -0.09036992269720245}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 1000d 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 5d 14h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/1 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 6d 15h of inactivity from the currently whitelisted Proposers.'}]",,Base
shape,Shape,shape,layer2,Optimistic Rollup,OP Stack,['Universal'],False,False,False,"[{'category': 'RaaS', 'name': 'Alchemy'}, {'category': 'Infra', 'name': 'Superchain'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 3724215.79, 'ether': 3724215.79, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.04848492782560987}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,
astarzkevm,Astar zkEVM,astarzkevm,layer2,Validium,Polygon,['Universal'],False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'RaaS', 'name': 'Gelato'}, {'category': 'Stack', 'name': 'PolygonCDK'}, {'category': 'Infra', 'name': 'AggLayer'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 3654871.16, 'ether': 1969701.93, 'stablecoin': 1681314.27, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.05358364188327269}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'No mechanism', 'sentiment': 'bad', 'description': 'There is no mechanism to have transactions be included if the sequencer is down or censoring. Although the functionality exists in the code, it is currently disabled.'}, {'name': 'State Validation', 'value': 'ZK proofs (ST, SN)', 'sentiment': 'good', 'description': 'STARKs and SNARKs are zero knowledge proofs that ensure state correctness. STARKs proofs are wrapped in SNARKs proofs for efficiency. SNARKs require a trusted setup.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 3/5 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'warning': {'value': 'The Security Council can remove the delay on upgrades.', 'sentiment': 'bad'}, 'description': 'Even though there is a 10d Timelock for upgrades, forced transactions are disabled. Even if they were to be enabled, user withdrawals can be censored up to 15d.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'If the Proposer fails, users can leverage the source available prover to submit proofs to the L1 bridge. There is a 5d delay for proving and a 5d delay for finalizing state proven in this way. These delays can only be lowered except during the emergency state.'}]",,
xai,Xai,xai,layer3,Optimium,Arbitrum,"['Universal', 'Gaming']",False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'L3ParentChain', 'name': 'Arbitrum'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 2646307.38, 'ether': 207838.72, 'stablecoin': 130264.63, 'associated': 2308148.43}, 'associatedTokens': ['XAI'], 'change7d': 0.14273570813328895}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 2d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 6d 8h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 5/7 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 25d 10h of inactivity from the currently whitelisted Proposers.'}]",,Arbitrum One
mint,Mint,mint,layer2,Optimistic Rollup,OP Stack,"['Universal', 'NFT']",False,False,False,"[{'category': 'RaaS', 'name': 'Conduit'}, {'category': 'Infra', 'name': 'Superchain'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 2410531.99, 'ether': 1764312.17, 'stablecoin': 341064.49, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.05878873558258979}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,
polynomial,Polynomial,polynomial,layer2,Optimistic Rollup,OP Stack,"['Universal', 'Exchange']",False,False,False,"[{'category': 'RaaS', 'name': 'Conduit'}, {'category': 'Infra', 'name': 'Superchain'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 2211028.79, 'ether': 54149.32, 'stablecoin': 2025875.61, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.011197695571285804}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,
